0,-806539.0
1,-1028169.0
2,-865528.0
3,-658330.0
4,-768223.0
5,-991869.0
6,-938816.0
7,-982078.0
8,-1000321.0
9,-1124442.0
10,-643381.0
11,-1121571.0
12,-1350882.0
13,-799742.0
14,-1064154.0
15,-1207630.0
16,-1625642.0
17,-1345044.0
18,-980885.0
19,-883633.0
20,-1145591.0
21,-894329.0
22,-623354.0
23,-220238.0
24,-1027858.0
25,-1294401.0
26,-901188.0
27,-1087957.0
28,-575859.0
29,-784886.0
30,-1125046.0
31,-1257964.0
32,-1254872.0
33,-1055331.0
34,-931219.0
35,-709138.0
36,-1197680.0
37,-1086414.0
38,-667615.0
39,-794388.0
40,-519327.0
41,-924179.0
42,-841332.0
43,-1102952.0
44,-1506794.0
45,-1027728.0
46,-512015.0
47,-1059765.0
48,-275485.0
49,-520018.0
50,-1254509.0
51,-1067969.0
52,-776582.0
53,-1479137.0
54,-809510.0
55,-993791.0
56,-615701.0
57,-1310392.0
58,-1085390.0
59,-1159446.0
60,-975215.0
61,-789525.0
62,-989999.0
63,-892131.0
64,-1406657.0
65,-1134492.0
66,-792865.0
67,-824636.0
68,-1139320.0
69,-687971.0
70,-892071.0
71,-1093452.0
72,-1188807.0
73,-1091158.0
74,-942364.0
75,-1019276.0
76,-1239923.0
77,-715677.0
78,-940120.0
79,-1018094.0
80,-877418.0
81,-947373.0
82,-954788.0
83,-1215342.0
84,-1430767.0
85,-433365.0
86,-819418.0
87,-814669.0
88,-854307.0
89,-909872.0
90,-872904.0
91,-1299046.0
92,-1091549.0
93,-765553.0
94,-821253.0
95,-1062054.0
96,-794193.0
97,-1240198.0
98,-867943.0
99,-539333.0
100,-1374150.0
101,-784834.0
102,-980088.0
103,-1329023.0
104,-1379321.0
105,-1305203.0
106,-997774.0
107,-1136121.0
108,-1001796.0
109,-215786.0
110,-939703.0
111,-1170477.0
112,-1065557.0
113,-1031188.0
114,-830199.0
115,-1170108.0
116,-1227165.0
117,-917518.0
118,-1231871.0
119,-697059.0
120,-1474412.0
121,-1098191.0
122,-877206.0
123,-1416157.0
124,-1167221.0
125,-1231075.0
126,-854216.0
127,-631261.0
128,-217728.0
129,-1110723.0
130,-1383420.0
131,-514035.0
132,-1256700.0
133,-1337918.0
134,-1127177.0
135,-1441053.0
136,-1122560.0
137,-679335.0
138,-1096931.0
139,-1213255.0
140,-285872.0
141,-1033240.0
142,-1448684.0
143,-1015626.0
144,-1017990.0
145,-572426.0
146,-1157202.0
147,-554931.0
148,-640912.0
149,-802113.0
150,-1278470.0
151,-1147163.0
152,-943853.0
153,-1174060.0
154,-696434.0
155,-1146123.0
156,-1122498.0
157,-292536.0
158,-1030290.0
159,-1163315.0
160,-834778.0
161,-955543.0
162,-1209094.0
163,-1075427.0
164,-1218616.0
165,-738531.0
166,-1006961.0
167,-907207.0
168,-1386213.0
169,-785328.0
170,-1289888.0
171,-1173222.0
172,-1092366.0
173,-749600.0
174,-1110581.0
175,-1694338.0
176,-1284395.0
177,-718857.0
178,-599196.0
179,-1241344.0
180,-510724.0
181,-504197.0
182,-1036939.0
183,-650765.0
184,-1387986.0
185,-423509.0
186,-420773.0
187,-869300.0
188,-1147748.0
189,-1411041.0
190,-866270.0
191,-1122472.0
192,-1704961.0
193,-1043301.0
194,-636456.0
195,-693462.0
196,-1082771.0
197,-987855.0
198,-1214950.0
199,-720546.0
200,-1107595.0
201,-529369.0
202,-1157715.0
203,-735967.0
204,-497559.0
205,-1205884.0
206,-420510.0
207,-897672.0
208,-926672.0
209,-915503.0
210,-979075.0
211,-1012862.0
212,-1044105.0
213,-742886.0
214,-1125936.0
215,-689626.0
216,-187761.0
217,-802313.0
218,-1046224.0
219,-700626.0
220,-1115353.0
221,-1007459.0
222,-1075870.0
223,-702484.0
224,-781289.0
225,-480420.0
226,-917013.0
227,-876565.0
228,-367068.0
229,-983052.0
230,-1434321.0
231,-1146095.0
232,-794853.0
233,-974365.0
234,-1277439.0
235,-1199103.0
236,-629489.0
237,-559890.0
238,-1123454.0
239,-1004814.0
240,-1006318.0
241,-1064922.0
242,-1283916.0
243,-1309666.0
244,-819083.0
245,-986255.0
246,-1235258.0
247,-1515448.0
248,-937993.0
249,-343045.0
250,-761297.0
251,-1037422.0
252,-1332423.0
253,-1352131.0
254,-708183.0
255,-1388746.0
256,-294452.0
257,-985747.0
258,-900755.0
259,-1026989.0
260,-1010525.0
261,-1222504.0
262,-859792.0
263,-1148318.0
264,-1077764.0
265,-1476026.0
266,-349552.0
267,-592334.0
268,-1188476.0
269,-1002533.0
270,-473544.0
271,-363810.0
272,-144033.0
