0,-749176.0
1,-899042.0
2,-836881.0
3,-942880.0
4,-910121.0
5,-872384.0
6,-1300456.0
7,-936366.0
8,-1026222.0
9,-869151.0
10,-501891.0
11,-1230027.0
12,-1474765.0
13,-942761.0
14,-1011415.0
15,-1121721.0
16,-1024564.0
17,-1325896.0
18,-1321024.0
19,-967980.0
20,-814354.0
21,-1078951.0
22,-1106300.0
23,-366066.0
24,-1087764.0
25,-1157084.0
26,-1049729.0
27,-1180192.0
28,-527468.0
29,-1007103.0
30,-843628.0
31,-1342843.0
32,-1143226.0
33,-1276359.0
34,-870590.0
35,-711241.0
36,-1262561.0
37,-1257044.0
38,-936301.0
39,-708906.0
40,-706830.0
41,-835692.0
42,-951195.0
43,-1073329.0
44,-1447886.0
45,-1119253.0
46,-363220.0
47,-848075.0
48,-278769.0
49,-509414.0
50,-1082329.0
51,-1256927.0
52,-1031722.0
53,-1273433.0
54,-1058936.0
55,-901381.0
56,-733747.0
57,-990336.0
58,-908206.0
59,-1039505.0
60,-869733.0
61,-732255.0
62,-1297398.0
63,-1120219.0
64,-1416000.0
65,-1164800.0
66,-1089814.0
67,-895474.0
68,-932121.0
69,-957594.0
70,-1085213.0
71,-1143463.0
72,-1057781.0
73,-899686.0
74,-848304.0
75,-1035927.0
76,-1141673.0
77,-446096.0
78,-1122135.0
79,-926014.0
80,-766190.0
81,-817731.0
82,-802043.0
83,-1073247.0
84,-1338726.0
85,-705043.0
86,-991380.0
87,-572510.0
88,-579454.0
89,-937522.0
90,-1123631.0
91,-840744.0
92,-992620.0
93,-577722.0
94,-721932.0
95,-1286897.0
96,-832323.0
97,-1216727.0
98,-923332.0
99,-594138.0
100,-1553486.0
101,-792732.0
102,-848842.0
103,-1130534.0
104,-1053328.0
105,-1140073.0
106,-1054853.0
107,-1087266.0
108,-987283.0
109,-282794.0
110,-1094629.0
111,-1053848.0
112,-1070167.0
113,-958263.0
114,-642905.0
115,-1076943.0
116,-1119557.0
117,-745406.0
118,-1251418.0
119,-562724.0
120,-1179655.0
121,-1113561.0
122,-1107465.0
123,-1070633.0
124,-1297941.0
125,-1259132.0
126,-764664.0
127,-485810.0
128,-142550.0
129,-1137594.0
130,-1321802.0
131,-462693.0
132,-963547.0
133,-1456908.0
134,-1366966.0
135,-1189487.0
136,-800771.0
137,-814392.0
138,-1135603.0
139,-1045901.0
140,-361066.0
141,-1178878.0
142,-1194141.0
143,-899066.0
144,-1144361.0
145,-537051.0
146,-996436.0
147,-555380.0
148,-679243.0
149,-776097.0
150,-1176631.0
151,-909639.0
152,-554344.0
153,-874303.0
154,-684024.0
155,-1186787.0
156,-1130726.0
157,-172508.0
158,-1006874.0
159,-1114070.0
160,-840898.0
161,-1287182.0
162,-1271931.0
163,-1256831.0
164,-1173716.0
165,-832680.0
166,-1061999.0
167,-999552.0
168,-1388951.0
169,-540273.0
170,-1043239.0
171,-1240278.0
172,-1184831.0
173,-484587.0
174,-954172.0
175,-1575974.0
176,-965996.0
177,-466459.0
178,-848729.0
179,-1499134.0
180,-683050.0
181,-542416.0
182,-946957.0
183,-725077.0
184,-1309463.0
185,-761057.0
186,-425012.0
187,-899617.0
188,-997810.0
189,-1393444.0
190,-909479.0
191,-1162648.0
192,-1322208.0
193,-1268973.0
194,-456215.0
195,-745754.0
196,-1142563.0
197,-924282.0
198,-1254529.0
199,-1105618.0
200,-940441.0
201,-863769.0
202,-1153604.0
203,-704391.0
204,-771545.0
205,-1257119.0
206,-500520.0
207,-1059433.0
208,-724574.0
209,-929306.0
210,-1139782.0
211,-856229.0
212,-1112447.0
213,-1054011.0
214,-858887.0
215,-528143.0
216,-482320.0
217,-628506.0
218,-1013624.0
219,-576029.0
220,-1268635.0
221,-987326.0
222,-1064456.0
223,-908274.0
224,-629844.0
225,-768330.0
226,-959211.0
227,-691443.0
228,-318366.0
229,-1149941.0
230,-1232465.0
231,-1157075.0
232,-697878.0
233,-1083501.0
234,-777526.0
235,-1216259.0
236,-595218.0
237,-821728.0
238,-1060262.0
239,-1056768.0
240,-672074.0
241,-1032545.0
242,-1265176.0
243,-1249708.0
244,-395040.0
245,-715804.0
246,-1341941.0
247,-1508887.0
248,-551015.0
249,-488347.0
250,-1065097.0
251,-894295.0
252,-1240818.0
253,-810403.0
254,-732250.0
255,-1437956.0
256,-575632.0
257,-797652.0
258,-1258089.0
259,-951593.0
260,-1051653.0
261,-1404644.0
262,-767680.0
263,-1056968.0
264,-838607.0
265,-1125907.0
266,-368148.0
267,-565512.0
268,-938112.0
269,-839408.0
270,-502372.0
271,-332860.0
272,-177572.0
273,-799631.0
274,-599173.0
275,-1357533.0
276,-398509.0
277,-1042818.0
278,-890381.0
279,-1178685.0
280,-576195.0
281,-1618347.0
282,-900341.0
283,-1202080.0
284,-204804.0
285,-638488.0
286,-1213092.0
287,-1127131.0
288,-1019302.0
289,-967223.0
290,-738110.0
291,-1322105.0
292,-988914.0
293,-939273.0
294,-1090126.0
295,-404510.0
296,-812939.0
297,-895241.0
298,-1388670.0
299,-1052966.0
300,-1250972.0
301,-1004394.0
302,-897836.0
303,-1124869.0
304,-556894.0
305,-1095226.0
306,-609561.0
307,-1286084.0
308,-615408.0
309,-1172524.0
310,-1055015.0
311,-848350.0
312,-553011.0
313,-1171251.0
314,-980549.0
315,-519131.0
316,-670787.0
317,-705415.0
318,-963349.0
319,-595132.0
320,-1249021.0
321,-966761.0
322,-1621171.0
323,-647119.0
324,-1225696.0
325,-492950.0
326,-726385.0
327,-1278613.0
328,-882936.0
329,-470788.0
330,-513136.0
331,-390774.0
332,-1297930.0
333,-910995.0
334,-854377.0
335,-1097658.0
336,-887709.0
337,-984491.0
338,-1026203.0
339,-626910.0
340,-795091.0
341,-1026872.0
342,-369632.0
343,-757207.0
344,-948316.0
345,-292334.0
346,-790581.0
347,-730806.0
348,-949909.0
349,-1102791.0
350,-263922.0
351,-799444.0
352,-592219.0
353,-1182625.0
354,-542829.0
355,-582624.0
356,-1032467.0
357,-1188749.0
358,-444400.0
359,-789306.0
360,-885345.0
361,-1015928.0
362,-991598.0
363,-312643.0
364,-708084.0
365,-1221699.0
366,-894696.0
367,-1338200.0
368,-523980.0
369,-773356.0
370,-444395.0
371,-959910.0
372,-856808.0
373,-988912.0
374,-844409.0
375,-1082260.0
376,-1173710.0
377,-844667.0
378,-430688.0
379,-1104257.0
380,-1192257.0
381,-1149441.0
382,-871175.0
383,-768421.0
384,-633151.0
385,-841777.0
386,-1361510.0
387,-703306.0
388,-1299020.0
389,-1410932.0
390,-853396.0
391,-1052487.0
392,-948769.0
393,-752293.0
394,-374356.0
395,-914745.0
396,-795631.0
397,-580090.0
398,-633924.0
399,-998187.0
