0,0,0,0,0.0,0.0,0.0,0.0
0,11,1,-2.0,1.0,0.0,1.0,0.0
0,26,0,-188.0,0.0,13.0,0.0,13.0
0,41,1,-408.0,11.0,2.0,11.0,2.0
0,56,1,-493.0,2.0,17.0,2.0,17.0
0,67,0,-467.0,0.0,22.0,0.0,22.0
0,82,1,-455.0,11.0,2.0,11.0,2.0
0,97,0,-470.0,2.0,16.0,2.0,15.0
0,112,0,-433.0,11.0,2.0,10.0,2.0
0,123,1,-396.0,22.0,0.0,22.0,0.0
0,138,1,-553.0,1.0,15.0,2.0,16.0
0,149,0,-461.0,0.0,22.0,0.0,22.0
0,164,1,-446.0,11.0,2.0,11.0,2.0
0,179,0,-472.0,2.0,17.0,2.0,16.0
0,194,1,-430.0,10.0,2.0,11.0,2.0
0,209,0,-511.0,2.0,18.0,2.0,15.0
0,224,0,-438.0,10.0,2.0,11.0,2.0
0,235,1,-390.0,22.0,0.0,22.0,0.0
0,250,1,-553.0,2.0,16.0,3.0,16.0
0,261,1,-468.0,0.0,22.0,0.0,22.0
0,272,0,-484.0,0.0,22.0,0.0,22.0
0,287,0,-489.0,12.0,1.0,12.0,2.0
0,298,1,-366.0,15.0,0.0,22.0,0.0
0,313,1,-459.0,0.0,16.0,2.0,15.0
0,324,1,-456.0,0.0,22.0,0.0,22.0
0,335,1,-484.0,0.0,22.0,0.0,22.0
0,346,0,-484.0,0.0,22.0,0.0,22.0
0,361,1,-354.0,0.0,2.0,0.0,3.0
0,376,0,-245.0,0.0,17.0,0.0,17.0
0,391,0,-274.0,0.0,2.0,0.0,0.0
0,402,1,0.0,0.0,0.0,0.0,0.0
0,417,0,-127.0,0.0,17.0,0.0,1.0
0,432,0,-162.0,0.0,1.0,0.0,0.0
0,443,0,0.0,0.0,0.0,0.0,0.0
0,454,0,0.0,0.0,0.0,0.0,0.0
0,465,1,0.0,0.0,0.0,0.0,0.0
0,480,0,12418.0,0.0,0.0,0.0,0.0
0,495,1,0,0.0,0.0,0.0,0.0
0,510,0,0,0.0,0.0,0.0,0.0
0,525,0,0,0.0,0.0,0.0,0.0
0,536,0,0,0.0,0.0,0.0,0.0
0,547,0,0,0.0,0.0,0.0,0.0
